ID,Bathrooms,Bedrooms,Erf Size,Garages,ID,Listing Date,Price,Type of Property,Location
728,4.0,6.0,626 m²,3.0,3962,2019-05-17,3750000.0,House,"lat: 51.5073509,long: -0.1277583"
729,2.0,3.0,,1.0,3963,2019-05-21,1795000.0,House,"lat: 51.5073509,long: -0.1277583"
730,,2.0,90 m²,1.0,3964,2019-01-08,950000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
731,2.0,3.0,98 m²,,3970,2019-01-14,1299999.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
732,,2.0,50 m²,,3976,2019-05-06,532760.0,House,"lat: 51.5073509,long: -0.1277583"
733,1.0,2.0,,,3980,2019-05-22,880000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
734,,,,,3985,2019-07-03,2750000.0,House,"lat: 51.5073509,long: -0.1277583"
735,2.0,3.0,,2.0,3991,2019-07-04,1895000.0,Townhouse,"lat: 51.5073509,long: -0.1277583"
736,1.0,2.0,252 m²,,3996,2019-08-30,230000.0,House,"lat: 51.5073509,long: -0.1277583"
737,2.0,4.0,,3.0,3999,2019-04-03,1850000.0,House,"lat: 51.5073509,long: -0.1277583"
738,2.0,2.0,70 m²,,4001,2019-06-03,645000.0,Apartment / Flat,"lat: 51.5073509,long: -0.1277583"
